,BuildingType,PrimaryPropertyType,PropertyName,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity
1674,Multifamily LR (1-4),Low-Rise Multifamily,HALLER LAKE,98133.0,5,NORTHWEST,47.72659,-122.3306,1968,1.0,3,24163,0,24163,Multifamily Housing,Multifamily Housing,24052.0,,,,,84.0,23.60000038,24.70000076,74.09999847,77.69999695,567608.625,595017.875,0.0,567608.0,0.0,False,Compliant,3.96,0.16
1675,NonResidential,Worship Facility,North Seattle Alliance Church,98133.0,5,NORTHWEST,47.71745,-122.33221,1965,1.0,2,44719,0,44719,"Medical Office, Office, Worship Facility",Worship Facility,45909.0,Medical Office,1025.0,Office,972.0,,33.70000076,37.20000076,66.09999847,71.0,1614026.25,1781436.375,0.0,704681.0,909345.0,False,Compliant,53.21,1.19
1676,Multifamily LR (1-4),Low-Rise Multifamily,Mary Ruth Manor,98122.0,3,Central,47.61866,-122.30572,1972,1.0,3,20368,0,20368,Multifamily Housing,Multifamily Housing,20368.0,,,,,32.0,28.79999924,30.5,90.5,95.69999695,586848.1875,620477.875,0.0,586848.0,0.0,False,Compliant,4.09,0.2
1677,Multifamily LR (1-4),Low-Rise Multifamily,Prince of Wales,98122.0,3,Central,47.61824,-122.30588,1927,1.0,3,22059,0,22059,Multifamily Housing,Multifamily Housing,22059.0,,,,,57.0,79.19999695,88.80000305,112.9000015,123.0,1747034.0,1957870.75,0.0,314076.0,1432958.0,False,Compliant,78.29,3.55
1678,NonResidential,Supermarket / Grocery Store,Red Apple Market,98144.0,2,GREATER DUWAMISH,47.57894,-122.31287,1965,1.0,1,21603,0,21603,Supermarket/Grocery Store,Supermarket/Grocery Store,21603.0,,,,,16.0,270.0,274.3999939,660.9000244,658.7999878,5833800.0,5927199.5,0.0,3900058.0,1933742.0,False,Compliant,129.89,6.01
1679,Multifamily HR (10+),High-Rise Multifamily,Harbor House On QA Condominium,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62393,-122.36362,1963,1.0,11,65538,0,65538,Multifamily Housing,Multifamily Housing,65538.0,,,,,32.0,38.0,41.09999847,116.0999985,124.6999969,2493240.25,2693939.25,0.0,2386917.0,106323.0,False,Compliant,22.29,0.34
1680,Multifamily HR (10+),High-Rise Multifamily,Harbour Heights,98121.0,7,DOWNTOWN,47.61612,-122.34973,1980,1.0,18,125258,0,125258,"Multifamily Housing, Office, Swimming Pool",Multifamily Housing,112950.0,Office,8636.0,Swimming Pool,0.0,67.0,39.70000076,42.79999924,93.30000305,100.5999985,4826430.0,5202618.5,0.0,3002811.0,1823618.0,False,Compliant,117.79,0.94
1681,Multifamily LR (1-4),Low-Rise Multifamily,Harbor Landing,98116.0,1,SOUTHWEST,47.59098,-122.38256,2000,1.0,3,26148,0,26148,Multifamily Housing,Multifamily Housing,26148.0,,,,,,38.29999924,40.90000153,100.0999985,104.5,1002458.875,1068830.875,0.0,748194.0,254265.0,False,Compliant,18.72,0.72
1682,Multifamily LR (1-4),Low-Rise Multifamily,HARBOR LIGHTS,98103.0,6,LAKE UNION,47.66094,-122.35583,1988,1.0,4,24847,0,24847,Multifamily Housing,Multifamily Housing,24847.0,,,,,72.0,26.10000038,27.79999924,81.80000305,87.09999847,647321.5,689532.3125,0.0,647321.0,0.0,False,Compliant,4.51,0.18
1683,Multifamily LR (1-4),Low-Rise Multifamily,Harbor Crest Condominiums,98126.0,1,SOUTHWEST,47.58869,-122.38083,1985,1.0,4,26827,0,26827,Multifamily Housing,Multifamily Housing,22356.0,,,,,,35.09999847,37.79999924,110.3000031,118.5999985,785144.8125,844363.1875,0.0,785145.0,0.0,False,Compliant,5.47,0.2
1684,Multifamily MR (5-9),Mid-Rise Multifamily,Harbor Park Condo HOA,98126.0,1,SOUTHWEST,47.58729,-122.3792,1973,2.0,5,63414,6181,57233,Multifamily Housing,Multifamily Housing,63414.0,,,,,10.0,36.29999924,39.20000076,93.40000153,99.5,2299216.0,2486479.0,0.0,1679931.0,619285.0,False,Compliant,44.6,0.7
1685,Multifamily MR (5-9),Mid-Rise Multifamily,Harbor Place Condominium,98126.0,1,SOUTHWEST,47.57313,-122.37115,2000,1.0,6,68400,0,68400,Multifamily Housing,Multifamily Housing,68400.0,,,,,85.0,34.29999924,35.0,107.5999985,110.0,1167734.75,1194171.25,0.0,1167735.0,0.0,False,Compliant,8.14,0.12
1686,Multifamily LR (1-4),Low-Rise Multifamily,Harbor Pointe,98102.0,4,LAKE UNION,47.64384,-122.32588,1986,1.0,4,25440,7600,17840,"Multifamily Housing, Parking",Multifamily Housing,21200.0,Parking,7600.0,,,83.0,29.39999962,31.79999924,92.40000153,100.0,623526.625,674995.5,0.0,623527.0,0.0,False,Compliant,4.35,0.17
1687,Multifamily LR (1-4),Low-Rise Multifamily,Harbour House,98144.0,3,CENTRAL,47.60001,-122.28562,1986,1.0,3,33331,0,33331,"Multifamily Housing, Parking",Multifamily Housing,27791.0,Parking,5540.0,,,,28.0,29.10000038,87.80000305,91.40000153,776996.875,808540.5,0.0,776997.0,0.0,False,Compliant,5.42,0.16
1688,Multifamily LR (1-4),Low-Rise Multifamily,Harbor West Condominium,98116.0,1,SOUTHWEST,47.57054,-122.41178,1968,1.0,3,68815,0,68815,Multifamily Housing,Multifamily Housing,68815.0,,,,,64.0,24.70000076,25.70000076,77.69999695,80.69999695,1702992.0,1769178.25,0.0,1702992.0,0.0,False,Compliant,11.87,0.17
1689,Multifamily MR (5-9),Mid-Rise Multifamily,Harbour Vista Condominium,98116.0,1,SOUTHWEST,47.59431,-122.38462,1994,1.0,6,31027,0,31027,Multifamily Housing,Multifamily Housing,33500.0,,,,,,29.60000038,31.39999962,82.30000305,87.30000305,991759.125,1052068.5,0.0,820599.0,171160.0,False,Compliant,14.81,0.48
1690,NonResidential,Medical Office,Central Campus,98112.0,3,EAST,47.62014,-122.31228,1964,1.0,3,591981,0,591981,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",Medical Office,520187.0,Parking,282392.0,Other/Specialty Hospital,54159.0,60.0,173.3999939,175.6999969,351.6000061,351.0,102673696.0,103985264.0,0.0,48002292.0,54671394.0,False,Compliant,3238.24,5.47
1691,NonResidential,Distribution Center,Intermountain Supply,98108.0,1,DELRIDGE,47.53158,-122.33568,1979,1.0,1,42900,0,42900,Distribution Center,Distribution Center,43050.0,,,,,53.0,10.10000038,10.69999981,31.79999924,33.59999847,436252.5,461205.5938,0.0,436253.0,0.0,False,Compliant,3.04,0.07
1692,Campus,Other,Joint Training Facilities Campus,98108.0,1,DELRIDGE,47.51885,-122.33421,2005,5.0,1,57952,0,57952,Adult Education,Adult Education,57952.0,,,,,,53.29999924,57.79999924,109.1999969,113.8000031,3091387.5,3347245.25,0.0,1474450.0,1616937.0,False,Compliant,96.15,1.66
1693,NonResidential,Other,(ID23120) WASTE MANAGEMENT,98108.0,1,DELRIDGE,47.52956,-122.33592,1971,1.0,1,26232,0,26232,"Office, Other - Services",Other - Services,18262.0,Office,7970.0,,,,118.0,126.4000015,195.6999969,205.3000031,3094090.0,3315521.5,0.0,902081.0,2192009.0,False,Compliant,122.71,4.68
1694,Multifamily MR (5-9),Mid-Rise Multifamily,Arrowhead Gardens Apartments,98106.0,1,DELRIDGE,47.52119,-122.33548,2010,1.0,6,435501,0,435501,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,338660.0,Parking,39820.0,Office,25747.0,94.0,35.70000076,38.09999847,86.19999695,91.90000153,13223740.0,14085977.0,0.0,8610133.0,4613607.0,False,Compliant,305.05,0.7
1695,Multifamily LR (1-4),Low-Rise Multifamily,Greenlake Terrace Condo HOA,98115.0,6,NORTHWEST,47.68114,-122.32616,1972,1.0,4,25472,3000,22472,Multifamily Housing,Multifamily Housing,20842.0,,,,,,17.5,18.70000076,55.0,58.59999847,364966.9063,389163.0,0.0,364967.0,0.0,False,Compliant,2.54,0.1
1696,Multifamily LR (1-4),Low-Rise Multifamily,Greenlake Vista,98103.0,6,NORTHWEST,47.68572,-122.33639,1978,1.0,4,28918,0,28918,Multifamily Housing,Multifamily Housing,28918.0,,,,,,26.20000076,27.39999962,80.5,84.0,756337.8125,791132.625,0.0,733881.0,22457.0,False,Compliant,6.31,0.22
1697,Multifamily LR (1-4),Low-Rise Multifamily,Greentree,98103.0,6,NORTHWEST,47.6805,-122.35489,1990,1.0,4,43035,0,43035,"Multifamily Housing, Parking",Multifamily Housing,28543.0,Parking,10807.0,,,77.0,29.10000038,30.20000076,91.5,94.80000305,831855.875,862168.0,0.0,831856.0,0.0,False,Compliant,5.8,0.13
1698,NonResidential,Warehouse,KOF Associates,98144.0,3,DOWNTOWN,47.59783,-122.31554,1956,1.0,2,25840,0,25840,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25840.0,,,,,92.0,12.10000038,12.0,38.09999847,37.70000076,313528.0938,310602.3125,0.0,313528.0,0.0,False,Compliant,2.19,0.08
1699,NonResidential,Small- and Mid-Sized Office,Pearl Warren Building,98144.0,2,DOWNTOWN,47.59721,-122.31838,1988,1.0,1,45145,0,45145,Office,Office,43813.0,,,,,,29.0,32.09999847,54.90000153,57.79999924,1268459.0,1405510.25,0.0,514491.0,753968.0,False,Compliant,43.63,0.97
1700,Multifamily MR (5-9),Mid-Rise Multifamily,Leschi House,98104.0,2,DOWNTOWN,47.59718,-122.31895,1988,1.0,6,68669,0,68669,Multifamily Housing,Multifamily Housing,68669.0,,,,,81.0,25.29999924,26.89999962,79.30000305,84.59999847,1734822.375,1849454.0,0.0,1734822.0,0.0,False,Compliant,12.09,0.18
1701,NonResidential,Small- and Mid-Sized Office,The Weller Building,98144.0,3,DOWNTOWN,47.59728,-122.31587,2001,1.0,5,70332,22095,48237,"Office, Parking",Office,44417.0,Parking,25915.0,,,89.0,44.59999847,45.0,134.6000061,135.1000061,1981115.25,2000777.25,0.0,1866104.0,115011.0,False,Compliant,19.12,0.27
1702,Multifamily LR (1-4),Low-Rise Multifamily,Taiyo Condo HOA,98144.0,2,GREATER DUWAMISH,47.58826,-122.31689,1992,1.0,3,24192,0,24192,Multifamily Housing,Multifamily Housing,24192.0,,,,,,20.70000076,22.10000038,65.09999847,69.40000153,501553.3125,534824.8125,0.0,501553.0,0.0,False,Compliant,3.5,0.14
1703,Multifamily MR (5-9),Mid-Rise Multifamily,Talisman,98101.0,7,EAST,47.61233,-122.32895,1965,1.0,5,44616,0,44616,Multifamily Housing,Multifamily Housing,44616.0,,,,,62.0,36.09999847,39.20000076,113.5,123.0,1612167.25,1747326.875,0.0,1612167.0,0.0,False,Compliant,11.24,0.25
1704,Multifamily LR (1-4),Low-Rise Multifamily,The Court at Northgate,98125.0,5,North,47.71103,-122.32479,1978,1.0,3,135955,0,135955,"Multifamily Housing, Parking",Multifamily Housing,143098.0,Parking,0.0,,,61.0,28.10000038,29.39999962,81.30000305,85.30000305,4027134.75,4210997.0,0.0,3540065.0,487069.0,False,Compliant,50.55,0.37
1705,Multifamily LR (1-4),Low-Rise Multifamily,Tavona Condo HOA,98103.0,4,LAKE UNION,47.64778,-122.33668,2005,1.0,4,66013,0,66013,"Multifamily Housing, Parking",Multifamily Housing,48550.0,Parking,12032.0,,,36.0,36.09999847,37.90000153,113.1999969,118.9000015,1750362.25,1838214.75,0.0,1750362.0,0.0,False,Compliant,12.2,0.18
1706,Multifamily MR (5-9),Mid-Rise Multifamily,Taylor HOA,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63283,-122.34616,1960,1.0,5,21822,0,21822,Multifamily Housing,Multifamily Housing,21822.0,,,,,55.0,33.09999847,35.29999924,103.9000015,110.8000031,721983.5,770349.3125,0.0,721983.0,0.0,False,Compliant,5.03,0.23
1707,Multifamily LR (1-4),Mid-Rise Multifamily,Taylor Anne Condominium,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63435,-122.34671,1969,1.0,5,30569,0,30569,Multifamily Housing,Multifamily Housing,30921.0,,,,,1.0,221.0,231.8999939,684.2999878,717.2000122,6834431.0,7169577.0,0.0,6691197.0,143233.0,False,Non-Compliant,54.25,1.77
1708,Multifamily LR (1-4),Low-Rise Multifamily,(ID23175) Taylor Lee,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63115,-122.34591,1978,1.0,4,34590,0,34590,Multifamily Housing,Multifamily Housing,34590.0,,,,,67.0,19.10000038,20.29999924,59.90000153,63.90000153,659652.625,703658.0,0.0,659653.0,0.0,False,Compliant,4.6,0.13
1709,Multifamily LR (1-4),Low-Rise Multifamily,Tangletown,98103.0,6,Northwest,47.66857,-122.33325,2000,1.0,3,37964,0,37964,Multifamily Housing,Multifamily Housing,37964.0,,,,,18.0,30.60000038,31.5,96.09999847,98.80000305,1162493.625,1194672.25,0.0,1162493.0,0.0,False,Compliant,8.1,0.21
1710,Multifamily LR (1-4),Low-Rise Multifamily,Terry Terrace Condo HOA,98104.0,3,EAST,47.60466,-122.32272,1907,1.0,3,22402,0,22402,Multifamily Housing,Multifamily Housing,22402.0,,,,,64.0,30.70000076,32.09999847,91.59999847,96.30000305,686757.875,720130.8125,0.0,636865.0,49893.0,False,Compliant,7.09,0.32
1711,Multifamily MR (5-9),Mid-Rise Multifamily,Landes Apartments,98104.0,7,EAST,47.60728,-122.32808,2008,1.0,7,97490,0,97490,"Multifamily Housing, Office, Parking, Retail Store",Multifamily Housing,61082.0,Parking,27493.0,Retail Store,8615.0,,40.29999924,41.79999924,95.90000153,99.40000153,2823792.25,2925521.0,0.0,1793091.0,1030701.0,False,Compliant,67.24,0.69
1712,Multifamily MR (5-9),Mid-Rise Multifamily,Zindorf Apartments,98104.0,3,EAST,47.60601,-122.32756,1911,1.0,5,30985,0,30985,"Multifamily Housing, Parking",Multifamily Housing,31841.0,Parking,0.0,,,81.0,36.5,38.0,114.5999985,119.4000015,1162120.375,1210870.25,0.0,1162120.0,0.0,False,Compliant,8.1,0.26
1713,Multifamily LR (1-4),Low-Rise Multifamily,Seventh & James,98104.0,3,EAST,47.60502,-122.32705,1991,1.0,4,109874,0,109874,"Multifamily Housing, Parking",Multifamily Housing,71226.0,Parking,38648.0,,,60.0,48.20000076,51.59999847,117.8000031,123.6999969,3432655.0,3674416.5,0.0,2289672.0,1142983.0,False,Compliant,76.67,0.7
1714,Multifamily LR (1-4),Low-Rise Multifamily,Brookview Apartments,98125.0,5,NORTH,47.72077,-122.29833,1999,1.0,4,37692,0,37692,Multifamily Housing,Multifamily Housing,23986.0,,,,,81.0,27.10000038,28.29999924,84.90000153,88.90000153,648879.3125,678906.8125,0.0,648879.0,0.0,False,Compliant,4.52,0.12
1715,Multifamily LR (1-4),Low-Rise Multifamily,Villager Apartments,98125.0,5,NORTH,47.71951,-122.29863,1966,1.0,4,31744,0,31744,Multifamily Housing,Multifamily Housing,31744.0,,,,,70.0,23.5,24.60000038,73.69999695,77.40000153,745336.8125,782061.6875,0.0,745337.0,0.0,False,Compliant,5.2,0.16
1716,Multifamily LR (1-4),Low-Rise Multifamily,Park Hill,98122.0,3,CENTRAL,47.61319,-122.31525,1907,1.0,3,35000,0,35000,Multifamily Housing,Multifamily Housing,35000.0,,,,,41.0,24.89999962,26.5,78.19999695,83.40000153,872114.5,929197.6875,0.0,872114.0,0.0,False,Compliant,6.08,0.17
1717,SPS-District K-12,K-12 School,Maple Elementary,98108.0,2,GREATER DUWAMISH,47.55813,-122.3189,1971,1.0,1,50546,0,50546,K-12 School,K-12 School,53234.0,,,,,94.0,21.70000076,22.89999962,64.59999847,67.5,1155080.5,1220512.25,0.0,1066312.0,88768.0,True,Error - Correct Default Data,12.15,0.24
1718,Multifamily LR (1-4),Low-Rise Multifamily,La Charme Apartments,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62572,-122.36081,1930,1.0,4,36837,0,36837,"Multifamily Housing, Parking",Multifamily Housing,36837.0,Parking,0.0,,,30.0,38.29999924,38.90000153,77.90000153,78.5,1412424.25,1434297.75,0.0,663416.0,749008.0,False,Compliant,44.4,1.21
1719,Multifamily LR (1-4),Low-Rise Multifamily,Mercedes Apartments,98104.0,7,MAGNOLIA / QUEEN ANNE,47.6254,-122.36112,1930,1.0,4,39520,0,39520,Multifamily Housing,Multifamily Housing,39520.0,,,,,68.0,62.40000153,68.90000153,90.09999847,97.0,2466700.5,2724621.0,0.0,464992.0,2001708.0,False,Compliant,109.55,2.77
1720,Multifamily LR (1-4),Low-Rise Multifamily,Lola Apartments,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62477,-122.36154,1929,1.0,4,41420,0,41420,Multifamily Housing,Multifamily Housing,41420.0,,,,,63.0,28.70000076,31.10000038,63.90000153,70.80000305,1189942.75,1290222.25,0.0,668566.0,521377.0,False,Compliant,32.35,0.78
1721,Multifamily LR (1-4),Low-Rise Multifamily,CHELAN APTS,98119.0,7,MAGNOLIA / QUEEN ANNE,47.6252,-122.36176,1930,1.0,3,20798,0,20798,Multifamily Housing,Multifamily Housing,20798.0,,,,,89.0,60.90000153,66.30000305,77.69999695,83.40000153,1266387.0,1378544.75,0.0,136879.0,1129508.0,False,Compliant,60.94,2.93
1722,Multifamily LR (1-4),Low-Rise Multifamily,Franconia Apartments,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62489,-122.36219,1930,1.0,4,32693,0,32693,"Multifamily Housing, Parking",Multifamily Housing,27035.0,Parking,0.0,,,66.0,69.19999695,76.59999847,93.59999847,101.3000031,1870457.75,2070112.75,0.0,270535.0,1599922.0,False,Compliant,86.86,2.66
1723,Multifamily LR (1-4),Low-Rise Multifamily,SAN JUAN,98116.0,1,SOUTHWEST,47.55801,-122.38651,1958,1.0,3,29811,6258,23553,"Multifamily Housing, Parking",Multifamily Housing,23553.0,Parking,6258.0,,,69.0,30.60000038,32.40000153,96.19999695,101.9000015,721549.625,764063.625,0.0,721550.0,0.0,False,Compliant,5.03,0.17
1724,Multifamily MR (5-9),Mid-Rise Multifamily,Hudson Square,98116.0,1,SOUTHWEST,47.55773,-122.38639,1989,1.0,5,22606,0,22606,"Multifamily Housing, Office",Multifamily Housing,19531.0,Office,3075.0,,,,25.0,26.79999924,78.59999847,84.19999695,566183.0,606213.3125,0.0,566183.0,0.0,False,Compliant,3.95,0.17
1725,Multifamily LR (1-4),Low-Rise Multifamily,Forty Seven,98117.0,6,BALLARD,47.69041,-122.37759,2001,1.0,3,23381,0,23381,"Multifamily Housing, Parking",Multifamily Housing,23381.0,Parking,3500.0,,,,18.0,19.0,56.40000153,59.59999847,420148.1875,444150.6875,0.0,420148.0,0.0,False,Compliant,2.93,0.13
1726,NonResidential,Supermarket / Grocery Store,Safeway 1143 - 15th Ave,98117.0,6,BALLARD,47.6899,-122.37619,1994,1.0,1,45522,0,45522,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,45522.0,Parking,0.0,,,22.0,269.1000061,275.8999939,604.9000244,608.7999878,12250422.0,12559767.0,0.0,7019711.0,5230709.0,False,Compliant,326.74,7.18
1727,NonResidential,Retail Store,Bitter Lake Plaza,98133.0,5,NORTHWEST,47.72286,-122.34612,1979,1.0,2,20088,0,20088,"Office, Parking, Retail Store",Retail Store,16080.0,Office,3500.0,Parking,508.0,,16.70000076,17.20000076,52.40000153,54.09999847,326778.6875,337536.0938,0.0,326778.0,0.0,False,Compliant,2.28,0.11
1728,Multifamily LR (1-4),Low-Rise Multifamily,Alki 37 LLC,98116.0,1,SOUTHWEST,47.57844,-122.41169,1990,1.0,4,27328,0,27328,"Multifamily Housing, Parking, Restaurant",Multifamily Housing,23466.0,Restaurant,3862.0,Parking,3508.0,23.0,40.59999847,43.0,127.5999985,135.1000061,1110150.625,1176168.25,0.0,1110150.0,0.0,False,Compliant,7.74,0.28
1729,Multifamily MR (5-9),Mid-Rise Multifamily,The Blake,98136.0,1,SOUTHWEST,47.5568,-122.38644,2014,1.0,7,72356,0,72356,"Multifamily Housing, Parking",Multifamily Housing,62989.0,Parking,28670.0,,,91.0,39.59999847,41.59999847,98.40000153,103.1999969,2495819.0,2618214.25,0.0,1711059.0,784760.0,False,Compliant,53.61,0.74
1730,Multifamily LR (1-4),Low-Rise Multifamily,Sunset Vista Apartments,98136.0,1,SOUTHWEST,47.55231,-122.38753,1969,1.0,3,24180,0,24180,Multifamily Housing,Multifamily Housing,24180.0,,,,,64.0,22.29999924,24.0,70.19999695,75.5,540323.3125,581283.375,0.0,540323.0,0.0,False,Compliant,3.77,0.16
1731,Multifamily LR (1-4),Low-Rise Multifamily,Ridgeview,98136.0,1,SOUTHWEST,47.55122,-122.3877,1980,1.0,4,23932,0,23932,Multifamily Housing,Multifamily Housing,23932.0,,,,,,27.39999962,28.70000076,85.90000153,90.19999695,654625.5,687252.6875,0.0,654625.0,0.0,False,Compliant,4.56,0.19
1732,Campus,Other,T102 1011 B/C,98134.0,1,GREATER DUWAMISH,47.57049,-122.34857,1989,5.0,2,138907,0,138907,Other,Other,139557.0,,,,,,56.20000076,61.29999924,135.8000031,142.6999969,7837692.5,8551562.0,0.0,5130303.0,2707389.0,False,Compliant,179.55,1.29
1733,NonResidential,Small- and Mid-Sized Office,Building F,98134.0,1,GREATER DUWAMISH,47.56999,-122.34703,1997,1.0,2,40657,0,40657,"Office, Parking",Office,40657.0,Parking,0.0,,,57.0,69.5,69.59999847,214.0,214.0,2826828.0,2828385.0,0.0,2742404.0,84424.0,False,Compliant,23.6,0.58
1734,NonResidential,Warehouse,23277 HSC HarbIsl,98134.0,1,GREATER DUWAMISH,47.57279,-122.35066,1900,1.0,1,20200,0,20200,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18700.0,Office,1500.0,,,,13.30000019,14.0,41.0,43.20000076,269016.6875,283275.0,0.0,260808.0,8209.0,False,Compliant,2.25,0.11
1735,Multifamily HR (10+),High-Rise Multifamily,Jefferson Terrace,98104.0,3,EAST,47.60492,-122.32532,1967,1.0,17,212938,0,212938,"Multifamily Housing, Other/Specialty Hospital",Multifamily Housing,199136.0,Other/Specialty Hospital,13802.0,,,81.0,50.59999847,50.79999924,100.4000015,101.0999985,10769230.0,10814285.0,0.0,4820370.0,5948859.0,False,Compliant,349.55,1.64
1736,Multifamily LR (1-4),Low-Rise Multifamily,The Terrace Crest Apartments,98104.0,3,EAST,47.60523,-122.3249,1930,1.0,3,32688,0,32688,"Multifamily Housing, Parking",Multifamily Housing,29370.0,Parking,3318.0,,,74.0,58.59999847,65.5,81.59999847,88.80000305,1721727.25,1923281.25,0.0,282167.0,1439560.0,False,Compliant,78.42,2.4
1737,Multifamily LR (1-4),Low-Rise Multifamily,Bay Ridge Court,98104.0,3,EAST,47.60538,-122.3257,1948,1.0,3,50145,0,50145,"Multifamily Housing, Parking",Multifamily Housing,46445.0,Parking,3700.0,,,66.0,63.40000153,69.40000153,93.69999695,100.0999985,2944680.75,3225209.5,0.0,603599.0,2341082.0,False,Compliant,128.54,2.56
1738,Multifamily HR (10+),High-Rise Multifamily,Skyline at First Hill,98104.0,3,EAST,47.60668,-122.32619,2008,1.0,26,629615,174156,455459,"Multifamily Housing, Parking",Multifamily Housing,629615.0,Parking,121056.0,,,15.0,41.20000076,42.5,101.6999969,103.0999985,25970248.0,26781786.0,0.0,17592132.0,8378113.0,False,Compliant,567.6,0.9
1739,Multifamily LR (1-4),Low-Rise Multifamily,CLARWOOD,98104.0,3,EAST,47.60733,-122.32727,1920,1.0,4,24900,0,24900,Multifamily Housing,Multifamily Housing,24900.0,,,,,68.0,75.19999695,83.09999847,103.8000031,112.0999985,1872278.625,2069689.0,0.0,295975.0,1576304.0,False,Compliant,85.78,3.44
1740,Multifamily LR (1-4),Low-Rise Multifamily,Envoy,98104.0,3,EAST,47.60746,-122.32699,1929,1.0,4,25380,0,25380,Multifamily Housing,Multifamily Housing,25380.0,,,,,79.0,78.40000153,88.0,96.90000153,107.4000015,1988760.875,2233197.75,0.0,178173.0,1810588.0,False,Compliant,97.4,3.84
1741,Multifamily MR (5-9),Mid-Rise Multifamily,Frederic Ozanam House,98104.0,3,EAST,47.60707,-122.32651,2009,1.0,6,32489,0,32489,Multifamily Housing,Multifamily Housing,20346.0,,,,,18.0,99.5,103.6999969,236.6999969,244.8999939,2023858.75,2110448.5,0.0,1287494.0,736365.0,False,Compliant,48.08,1.48
1742,Multifamily HR (10+),High-Rise Multifamily,M-Street,98104.0,7,EAST,47.60759,-122.32814,2006,1.0,17,332781,95356,237425,Multifamily Housing,Multifamily Housing,173204.0,,,,,1.0,77.90000153,81.59999847,207.6000061,215.0,13491170.0,14132450.0,0.0,10429413.0,3061756.0,False,Compliant,235.32,0.71
1743,Multifamily LR (1-4),Low-Rise Multifamily,Madison Apartments,98102.0,7,EAST,47.60796,-122.32717,1902,1.0,4,54770,0,54770,"Multifamily Housing, Restaurant, Retail Store",Multifamily Housing,50120.0,Restaurant,3500.0,Retail Store,1150.0,,54.09999847,59.90000153,92.19999695,98.40000153,2960377.25,3283019.25,0.0,929683.0,2030694.0,False,Compliant,114.33,2.09
1744,Multifamily LR (1-4),Low-Rise Multifamily,WESTMINSTER,98104.0,7,EAST,47.60771,-122.32717,1906,1.0,4,33872,0,33872,"Multifamily Housing, Parking",Multifamily Housing,26100.0,Parking,1893.0,,,100.0,15.30000019,15.69999981,42.90000153,44.0,400354.3125,409596.4063,0.0,334825.0,65529.0,False,Compliant,5.81,0.17
1745,NonResidential,Residence Hall,St. James Cathedral & Rectory,98104.0,3,EAST,47.6073,-122.32585,1904,1.0,1,44086,0,44086,Residence Hall/Dormitory,Residence Hall/Dormitory,44091.0,,,,,29.0,82.80000305,92.0,151.3999939,163.1999969,3652708.75,4056815.5,1920474.25,1218944.0,513291.0,False,Compliant,184.0,4.17
1746,NonResidential,Small- and Mid-Sized Office,Pigott Building,98104.0,3,EAST,47.60663,-122.32526,1970,1.0,7,54372,20824,33548,"Office, Parking",Office,54372.0,Parking,15000.0,,,94.0,25.79999924,27.20000076,81.09999847,85.40000153,1403820.0,1479454.375,0.0,1403820.0,0.0,False,Compliant,9.79,0.18
1747,Multifamily LR (1-4),Low-Rise Multifamily,(ID23300) CHERRY TERRACE,98104.0,3,EAST,47.60629,-122.32444,1956,1.0,3,24039,0,24039,Multifamily Housing,Multifamily Housing,24039.0,,,,,30.0,34.59999847,37.29999924,108.5999985,117.1999969,831071.3125,897237.0,0.0,831071.0,0.0,False,Compliant,5.79,0.24
1748,Multifamily MR (5-9),Mid-Rise Multifamily,Harborview Apartments,98104.0,3,EAST,47.60583,-122.32469,1960,1.0,7,45564,0,45564,Multifamily Housing,Multifamily Housing,45564.0,,,,,53.0,66.19999695,71.40000153,97.30000305,102.8000031,3014332.0,3255291.5,0.0,606767.0,2407565.0,False,Compliant,132.1,2.9
1749,Multifamily HR (10+),High-Rise Multifamily,Hilltop House,98104.0,3,EAST,47.60445,-122.32171,1967,1.0,11,92183,0,92183,Multifamily Housing,Multifamily Housing,92183.0,,,,,49.0,55.40000153,59.40000153,105.1999969,110.0,5104947.0,5475504.5,3071838.5,1849153.0,183955.0,False,Compliant,259.77,2.82
